country,source,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Cuba,coal,TJ,6509.694594500001,3460.583188,2015.1566735000001,2542.6845985,3239.0214595,2816.9991195000002,1139.4603180000001,854.5952385,960.1008235,1012.8536160000001,1055.0558500000002,717.4379780000002,1171.1119935000002,664.6851855000001,812.3930045000001,1128.9097595,1023.4041745000002,1118.359201,981.2019405000001,759.6402120000001,664.6851855000001
Cuba,naturalGas,TJ,1255.5164615,1308.269254,1350.4714880000001,1382.1231635000001,1350.4714880000001,1603.6848920000002,1677.5388015,29256.698720500004,15604.2760215,19507.9826665,23401.138753,11700.5693765,13652.422699,14433.164028000001,14433.164028000001,15604.2760215,15604.2760215,23401.138753,45251.345406500004,45251.345406500004,41738.009426000004
Cuba,petroleum,TJ,504591.0108210001,468518.65130950004,412727.2979615,376813.19682750007,419448.0037260001,429312.7759235,438417.90790900006,457377.26153350004,448303.78122350003,450814.8141465,449401.03930750006,468223.23567150004,466651.2024550001,464794.30415900005,523666.42058900004,453863.92555300007,353306.5524895,362538.29117700004,316464.00220750005,384188.03721900005,373605.82704350003
Cuba,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,hydro,TJ,260.5953142,296.3572884,227.3728549,222.9323759,131.5034684,195.3198491,253.1108341,346.8443376,261.2582697,282.7595915,250.1733635,211.4648016,298.716224,362.4075901,248.6166048,192.8661192,265.830105,339.3507179,392.8280817,432.2170578,275.4605967
Cuba,biofuel,TJ,57968,58431,46456,37176,37040,36321,34539,36095,36321,35041,35116,33610,31903,32405,31577,29745,20583,11220,10693,9639,9739
Cuba,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,biomass,TJ,199849.4792,173542.5773,173098.0556,125683.4758,123356.3186,103813.2256,120356.5073,113700.189,100276.14631,105705.55529999999,109677.5242,111573.1635,87260.17485,71878.54269,69525.07388000001,49042.231909999995,44438.15982,39557.27972,36826.005489999996,40249.36507,31199.10898
Cuba,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.77264242,11.44945848,34.07759959
Cuba,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,coal,TJ,2162.8644925000003,2257.819519,516.9773665,1055.0558500000002,917.8985895000001,590.831276,316.516755,516.9773665,706.8874195000001,812.3930045000001,1329.3703710000002,1761.9432695000003,1434.8759560000003,1434.8759560000003,1550.9320995,1413.7748390000002,1466.5276315,1329.3703710000002,1086.7075255000002,580.2807175,706.8874195000001
Cyprus,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,petroleum,TJ,71332.32601850001,71743.79780000001,85301.26547250002,75932.36952450001,97181.1943435,97065.1382,95229.34102100001,96769.72256200001,104650.98976150001,110242.7857665,107478.53943950002,116931.8398555,115307.05384650001,116277.70522850001,122544.73697750001,125013.5676665,131713.17231400002,132177.39688800002,134920.542098,130742.52093200001,126195.2302185
Cyprus,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.241428865,38.1431666,23.61437034,117.0877323
Cyprus,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,32
Cyprus,hydro,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,589,626,626
Cyprus,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,biomass,TJ,176,151,149,148,331,307,352,286,310,304,273,304,380,494,434,404,448,642,819,911,939
Cyprus,solar,TJ,0,0,0,0,0,1298,1343,1385,1421,1459,1486,1441,1474,1513,1658,1732.257711,1815.226139,2246.482858,2356.857227,2438.076247,2567.871004
Cyprus,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.2858736
Cyprus,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,coal,TJ,0,0,0,908687.9519295001,843664.8598940001,811348.4992085,842367.1411985001,649650.6396375,599873.1046345001,501985.02287150006,610086.0452625001,596338.667537,571893.0234925001,562418.6219595001,504802.02199100005,540863.830944,577716.9317845,662828.287204,615487.9312145001,549641.895616,574657.2698195
Czech Republic,naturalGas,TJ,0,0,0,275802.14974849997,254268.45985,304584.07333650003,350679.46342300007,355775.38317850005,356281.8099865,359246.51692500006,348601.00339850003,373468.6697830001,361240.57248150004,364891.06572250003,362380.03279950004,357948.79822950007,352103.7888205001,328449.4366635,329821.0092685,311642.396973,354066.1927015
Czech Republic,petroleum,TJ,0,0,0,342682.14008,351301.9463745,368056.23327250005,379524.690362,368499.35672950005,382088.4760775001,378554.03898000007,369195.69359050004,387711.923758,380854.06073300005,405690.075442,447248.7253735,462336.0240285,459413.51932400005,458864.890282,468434.24684150005,446457.433486,438164.694505
Czech Republic,nuclear,TJ,45311.22432,43688.420640000004,44117.98632,45470.32272,46727.20008,44038.43712,46265.814719999995,44977.117679999996,47443.14288,48095.44632,48938.66784,53107.04592,67473.63144,93152.11319999999,94770,89020.8,93769.2,94045.6548,95408.3124,97945.2,100796.4
Czech Republic,biogas,TJ,0,0,0,806.2886511,847.5580504,640.4755158,402.6261078,1124.190978,962.1744424,905.7041247,714.1532048,755.2967046,701.4845519,1200.959574,1367.810928,1332.510255,1524.706727,1681.155823,2035.752733,2758.122847,4004.556834
Czech Republic,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,hydro,TJ,3234.191646,2891.562473,3708.485497,3615.664047,4048.612581,5721.803582,5585.718236,4728.372269,3801.542337,4539.766362,4287.136811,5069.147156,6000.737312,3151.211324,4670.518797,5783.128974,6257.946422,4905.712923,5085.967439,5878.633707,6734.082162
Czech Republic,biofuel,TJ,0,0,111,222,407,666,925,1406,1517,1887,2660,1924,2774,2660,1368,111,759,1261,4612,8170,9702
Czech Republic,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,biomass,TJ,33848,26828,44600,43047.86758,46558.23795,38301.37037,39462.56009,40712.95209,44484.52016,44170.20223,39300.01963,44507.50744,45752.02577,49292.2187,54600.38579,57351.12725,60981.04352,68507.32015,65695.86718,65700.15406,71579.02844
Czech Republic,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,103,130.4540966,165.6967094,236.6667869,481.3966241,1853.341202
Czech Republic,waste,TJ,0,0,0,0,0,0,0,0,0,919.9145496,1162.239086,1577.120917,1619.800205,1367.711247,1761.915481,1713.360308,1698.335329,1722.592726,1571.373521,1406.429499,1726.157931
Czech Republic,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,4.816001053,9.114132535,23.13283208,51.0276086,120.2507352,293.5443348,615.6432917,697.0137949,808.8625042
Denmark,coal,TJ,269229.151803,363371.78529850004,284717.371681,311600.194739,329282.93078500003,271634.67914100003,370113.59218000004,289159.1568095,249161.98953600004,202570.7232,175276.42836050002,184856.33547850003,184043.94247400004,253487.71852100003,192094.01860950002,164852.4765625,239824.74526350002,206822.59827550003,179011.3260695,177228.281683,169790.1379405
Denmark,naturalGas,TJ,83876.940075,94469.700809,99396.81162850001,112679.96478000001,124918.61264000002,147296.3472185,171024.553285,195269.736718,201462.91455750001,213226.78728500003,217795.1791155,215358.00010200002,215273.59563400003,217858.48246650002,216856.17940900003,208299.6764655,212298.33813700004,189572.435128,191144.46834450003,183252.65058650004,205514.32902150002
Denmark,petroleum,TJ,424417.31677950005,428690.292972,424797.13688550005,439905.5366575,467579.65160300006,493249.1604335,521250.34269250004,500624.000825,491139.0487335,484049.07342150004,463253.92261800007,469784.71832950006,433395.842063,413750.70213600004,407409.8164775,402567.1101260001,419458.5542845,419775.07103950006,399138.17861350003,365059.8746585,367708.064842
Denmark,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,biogas,TJ,483.9299131,528.4846741,503.0825859,593.111005,647.2019473,997.5974592,1045.821759,1390.553726,1469.106293,1601.708514,1819.57859,1923.451469,2042.927467,2054.402529,2358.398742,2556.896583,2534.558888,2584.300974,2646.248058,2773.857235,2824.772972
Denmark,geothermal,TJ,38.22007726,35.86839724,35.92128605,35.90729898,33.12753992,37.10078908,25.23108733,39.4405002,42.74148695,42.60932028,45.93546655,56.27382869,67.26384262,65.15259803,65.10488325,135.8729837,226.8681238,226.8289082,197.0568827,190.1307534,167.5879777
Denmark,hydro,TJ,110.0494188,72.02763716,97.55091418,89.49384824,90.07437711,90.74920428,40.45021742,49.20920681,75.77048622,92.28794224,97.23601365,87.01669759,95.35978823,52.99584281,79.26993273,76.45853336,61.35736993,85.84240513,84.66187875,59.02773197,62.51269821
Denmark,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,240,251,439,1158
Denmark,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,biomass,TJ,28729.23945,30867.18641,32705.87641,33147.21973,31204.54875,31410.6402,32343.35826,32863.77536,31968.06775,32504.07354,35157.12124,38621.57825,40082.82587,46433.01245,51351.17031,58159.79115,60011.12152,68615.71576,70494.87249,73150.54936,88458.58957
Denmark,solar,TJ,98.77750966,118.782453,137.7895048,158.7876399,183.7325057,210.7362709,253.7308289,276.9873901,298.6641443,318.1254446,333.2489797,342.5076459,356.2595484,376.5689609,389.5699464,414.5164061,432.488043,473.552278,513.5799229,576.5303955,641.7415676
Denmark,waste,TJ,7263.267185,7974.541869,8248.766115,8831.6905,8379.719248,9098.513591,9161.802193,9958.351546,10000.85383,11236.08124,12233.01676,13062.5147,13718.84993,14502.48083,15044.54828,16193.74584,15387.25301,16208.03376,17239.826,16036.64507,15210.11114
Denmark,wind,TJ,2397.505196,2132.01806,3187.824517,3304.879967,3103.47172,3560.393781,2612.232462,5008.979262,7913.806339,9017.425066,13745.93113,13381.92499,14533.42772,14033.8039,19327.18397,21986.81477,16294.38328,21984.85311,22559.13446,20880.2835,23245.79335
Djibouti,coal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,petroleum,TJ,24540.599071,24825.4641505,24888.767501500002,23907.565561000003,25606.2054795,25490.149336000002,25490.149336000002,25848.868325000003,25848.868325000003,25848.868325000003,26007.1267025,26397.497367000004,26439.699601,26998.879201500004,27325.946515000003,27062.182552500002,25047.025879000004,24466.7451615,17830.443865,17587.781019500002,17587.781019500002
Djibouti,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,hydro,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,biomass,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,coal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,petroleum,TJ,886.2469140000001,886.2469140000001,886.2469140000001,886.2469140000001,1076.1569670000001,1213.3142275,1213.3142275,1213.3142275,1266.06702,1266.06702,1223.864786,1550.9320995,1688.0893600000002,1835.7971790000001,1624.7860090000001,1403.2242805,1772.4938280000001,1814.6960620000002,2036.2577905000003,1941.3027640000003,1941.3027640000003
Dominica,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,hydro,TJ,49.92,27.87096774,27.87096774,27.87096774,28.8,85.75714286,108,98.29090909,98.43428571,107.4162162,107.7194805,91.2,116.64,93.8278481,110.0050633,81.16535885,81.5640281,65.1525,62.46390857,72.05599741,0
Dominica,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,biomass,TJ,71.9723316,71.2812714,71.1701676,69.7053678,69.566859,77.5611732,77.3389656,69.0189912,68.4800262,67.3308228,67.4371524,67.0245936,67.95279,67.578255,67.194585,73.7244732,64.474677,63.862632,62.0175036,62.5701456,0
Dominica,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,coal,TJ,516.9773665,5918.863318500001,5612.897122,6594.099062500001,1877.999413,2342.2239870000003,2954.1563800000004,2859.2013535000006,4040.8639055000003,6319.7845415,2500.4823645000006,5475.739861500001,6309.233983000001,28581.462976500003,21006.161973500002,12850.580253,22061.217823500003,22704.801892000003,23643.801598500002,23211.2287,22187.824525500004
Dominican Republic,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,11700.5693765,5074.818638500001,9748.716054,9748.716054,18727.2413375,18336.870673,21850.2066535,31989.293372000004
Dominican Republic,petroleum,TJ,141261.42775650002,136735.23816,142949.5171165,116457.06472300002,146610.56091600002,158595.99537200003,169389.2167175,181596.212902,186196.25640800002,211412.09122300002,236005.44308650002,244572.4965885,250322.55097100002,248170.23703700004,242926.60946250003,244055.51922200003,246397.743209,250322.55097100002,273702.588607,236121.49923000002,235984.34196950003
Dominican Republic,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,hydro,TJ,1054.738778,1591.680616,1307.430568,2769.667103,1305.015567,1466.825634,2275.502041,1629.415423,1823.78175,2726.951922,1907.63251,2115.348404,2435.068734,3851.325971,5940.822382,6396.478175,5566.346154,5559.354337,4306.983918,5220.896276,5592.983597
Dominican Republic,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,biomass,TJ,37680.57653,37515.62465,47690.23007,48023.86213,48742.17955,48566.56929,48949.46939,50373.61194,47164.61939,50381.80821,48710.13128,52151.49316,52170.03293,52206.27214,52802.91098,44580.762258999996,54193.24231,55089.19486,56041.2475,56461.48345,55879.86425
Dominican Republic,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,coal,TJ,0,21.101117000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,naturalGas,TJ,5486.29042,4420.6840115,4842.706351500001,4842.706351500001,4842.706351500001,5813.357733500001,5813.357733500001,4842.706351500001,4842.706351500001,4842.706351500001,6784.009115500001,7754.6604975,4842.706351500001,7269.334806500001,8229.43563,12597.366849,13557.4676725,13325.355385500001,12597.366849,14338.209001500001,15984.0961275
Ecuador,petroleum,TJ,208120.31697100002,223081.008924,256040.95367800002,200935.3866325,256357.47043300004,263700.659149,276371.87990750006,287186.20237,295267.93018100003,272784.6900175,275664.992488,296607.8511105,300247.79379300005,308962.555114,322076.89932950004,338324.7594195,369543.86202100007,379915.0610265001,491898.6889455,445328.52372650005,481865.10781200003
Ecuador,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,hydro,TJ,13550.28146,13789.96989,13636.33574,15626.86952,17621.6724,14083.303,17271.43812,17714.06369,17626.54031,19306.4642,20364.75858,18669.99964,18445.36507,18873.6035,17143.8448,17832.60498,16448.25973,19144.56697,26237.01357,23871.17412,24745.4991
Ecuador,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,biomass,TJ,34553,35976,34595,34804,32755,32671,33299,27594,33224,33584,28850,30537,30495,26982,24241,23395.540930000003,16062.084165,18810.423156,21087.654603,20992.118300000002,21500.98287
Ecuador,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.118464864,6.969279327,7.765508823,8.596166893
Egypt,coal,TJ,37686.594962,35639.786613000004,31387.9115375,37549.4377015,39585.695492,27072.733111,41569.20049,33097.10201450001,32464.068504500003,29573.2154755,36346.67403250001,30997.540873,34004.4500455,35249.415948500005,36040.70783600001,35249.415948500005,37992.5611585,39132.0214765,38973.763099,34869.595842500006,42022.8745055
Egypt,naturalGas,TJ,315925.923724,354593.7206265,385654.5648505,440433.0645825,467727.359422,484893.11810150003,522737.97144100006,526641.678086,536000.0234755,572283.3941570001,713892.990344,957705.8467205002,975261.9760645002,1155486.6163615002,1227272.6163955,1300134.7733965002,1075523.9334900002,1164116.9732145001,1598093.095995,1686264.1133795003,1754663.3841350002
Egypt,petroleum,TJ,1048356.2453525001,1027181.2744430001,996479.149208,856082.8672485,1020144.0519235001,1040169.0119565001,1132940.072847,1200474.1978055,1252214.1366895002,1263672.0432205,1218357.3944630001,1194006.705445,1236346.0967055,1235997.928275,1325909.7878120001,1366888.157026,1428851.5870965002,1494412.7576155001,1568308.8693495002,1521379.9851415001,1559995.0292515003
Egypt,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,hydro,TJ,30638.16102,30559.79095,29827.10714,32196.90874,34101.68818,35210.64137,37077.42583,38877.94335,39509.05235,46856.7942,40600.38788,45249.20427,38477.519,39223.04925,38240.92605,38571.35435,39697.61431,47574.17233,45068.1603,39618.78032,40050.629
Egypt,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,biomass,TJ,44263,46929,47600,49054,51991,49852,50850,51816,52721,53670,54690,55694,56736,57807,58897,59996,61099,62210,63327,64454,65589
Egypt,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,wind,TJ,0,0,0,0,0,0,0,0,0,76.7148551,406.0928042,660.9434332,610.4217962,1108.693611,1581.77826,1683.912338,1891.971406,2548.945017,2857.816186,3489.705209,4558.882728
El Salvador,coal,TJ,0,21.101117000000002,0,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,21.101117000000002,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,31.651675500000003,0,0,0,0
El Salvador,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,petroleum,TJ,36177.865096500005,41906.818362000005,48247.7040205,43004.076446,54556.93800350001,68325.41684600001,65582.271636,70298.3712855,82420.963002,83032.89539500001,82326.0079755,85343.46770650001,85301.26547250002,91325.634376,90027.91568050001,93108.6787625,94469.700809,95651.36336100001,93762.8133895,90998.5670625,91125.17376450001
El Salvador,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,geothermal,TJ,1242.642922,1291.097083,1211.574727,1157.887172,1195.780744,1341.580665,1334.977205,1537.147797,1394.575629,1971.419653,2977.583062,3138.640569,3287.83233,3300.48927,3208.718757,3398.886128,3408.110306,4341.864646,4539.83901,4676.794748,4613.252508
El Salvador,hydro,TJ,4887.531109,3852.026121,4387.697733,4625.454545,4254.276454,4454.774622,5832.394612,4519.72058,4842.362384,5825.248371,4451.221498,3781.964413,3771.239701,4715.903772,4405.243951,5397.469979,5865.537211,5463.460651,6090.975577,4618.488252,6304.274247
El Salvador,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,biomass,TJ,49465,51666,53527,52958,53066,53285,53574,54409,55194,55617,55968,56440,57121,53773.890897,54391.60222,56010.82195,57103.50857,37056.5502,38022.03422,26245.953006000003,26396.098662
El Salvador,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,coal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,naturalGas,TJ,0,0,0,0,0,0,0,0,780.7413290000001,780.7413290000001,1171.1119935000002,1171.1119935000002,49545.42271600001,50716.5347095,3903.7066450000007,50716.5347095,50716.5347095,58165.22901050001,58123.0267765,60465.25076350001,61636.362757
Equatorial Guinea,petroleum,TJ,1804.1455035000001,1888.5499715,1793.594945,1888.5499715,1941.3027640000003,1930.7522055000002,1983.5049980000001,2120.6622585000005,2120.6622585000005,2120.6622585000005,3376.1787200000003,2542.6845985,2542.6845985,2637.6396250000003,2247.2689605,2342.2239870000003,2447.729572,3798.2010600000003,11626.715467000002,6815.660791,11447.355972500001
Equatorial Guinea,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,hydro,TJ,0,0,0,0,0,0,0,0,15.56470588,13.23,11.52286282,9.2736,22.94328358,19.845,19.86352941,20.44,19.62947368,20.16,19.908,19.908,0
Equatorial Guinea,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,biomass,TJ,3918.6828,3909.5478,3900.4128,3920.1666,3911.0316,3901.8966,3920.1666,3936.9528,3918.6828,3909.5478,3920.1666,3911.0316,3892.7616,3883.6266,3894.2454,3885.1104,3875.9754,1482.6054,1520.6292,1511.4942,0
Equatorial Guinea,solar,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,coal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,naturalGas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,petroleum,TJ,0,0,0,0,14485.9168205,16036.848920000002,16385.017350500002,16596.028520500004,17767.140514000002,14992.343628500003,9358.3453895,11088.6369835,10297.345096000001,11626.715467000002,10930.378606,10919.828047500001,10898.7269305,10244.592303500001,6119.3239300000005,7511.997652,7374.8403915
Eritrea,biogas,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,hydro,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,biomass,TJ,0,0,23152,23152,23244,23973,24622,25386,16019,16509,16968,17665,18259,18736,13817,14402,14850,15260,15657,16183,16567
Eritrea,solar,TJ,0,0,0,0,0,0,0,2.775700935,2.805128205,2.775700935,2.861904762,2.82832618,2.795366795,2.783393502,2.77385159,2.826388889,5.732342007,5.75,5.693379791,5.905084746,5.92926045
Eritrea,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,wind,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
