country,source,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Australia,petroleum,TJ,1553896.8064385,1517412.9751455,1535253.9695690002,1594115.5354405004,1651141.304133,1697964.682756,1746307.3418030003,1774287.4229450002,1781314.0949060002,1832821.9215030002,1832505.4047480002,1824328.7219105002,1937356.8551210002,2066675.0506555003,2128754.5368695,2169078.7714565005,2192258.348481,2228003.6406790004,2247680.4322815,2213844.7911720006,2254232.3291100003
Australia,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,biogas,TJ,0,0,0,0,0,159.9946414,780.5840756,895.0778756,1081.622365,1367.645396,1330.774178,2062.201414,2584.576476,2298.663919,2244.014245,2449.765909,2772.212656,2774.058843,3504.247279,3526.997512,3680.752284
Australia,geothermal,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,hydro,TJ,42663.43627,47933.47807,46176.5433,49933.82627,49521.40086,47953.11091,46617.20712,50100.08773,46347.06641,48278.77636,48488.78741,47972.25002,48050.72683,48441.44274,47068.56547,45559.1492,46864.0092,42681.40693,35716.56442,32855.55732,37403.54114
Australia,biofuel,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,2230,4644,6758,9795,11671
Australia,marine,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,biomass,TJ,130661.6325,129698.8682,117211.6547,144494.8347,140947.6969,148187.5738,171542.0982,179207.8887,173356.6267,172473.2636,176259.2457,175957.3897,186804.272,173465.7961,166280.2203,134573.0527,134783.2565,139406.8668,140022.7254,135114.0366,135588.1642
Australia,solar,TJ,3404,3379,3358,3376.210719,3373.362777,3378.300269,3389.484874,3411.785733,3443.360519,3485.307066,3529.626768,3743.439413,3821.321808,2950.447828,2817.401285,2857.903047,2703.614855,6325.812267,6942.888713,8720.551586,10957.92316
Australia,waste,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,wind,TJ,0,0,0,0,12.11162357,21.13136773,21.17863771,21.23913603,24.10300535,83.42934876,171.904014,608.233563,1101.62276,2090.505479,2068.013128,2642.711348,5112.925786,7804.548883,9276.289677,11383.54585,14392.66905
Austria,coal,TJ,154544.580908,162468.0503415,119632.78283150002,120824.99594200001,121658.49006350001,142928.41599950002,142200.42746300003,160505.6464605,139541.686721,137315.5188775,154354.67085500003,159313.43335,161761.16292200002,173113.56386800003,168281.408075,170053.901903,171077.3060775,163027.229942,155515.23229,119833.24344300001,143455.94392450002
Austria,naturalGas,TJ,243622.94632350001,254985.89782800002,250396.40488050005,264101.580372,271824.589194,293885.80701750005,315704.36199550005,304257.00602300005,312380.93606800004,317645.6647595,287608.22471000004,304573.52277800004,308013.004849,333049.48016950005,332701.311739,379714.60041500005,356229.05719400005,335961.4343155,354984.091291,347820.26206950005,382172.8805455
Austria,petroleum,TJ,477201.760955,513337.4238175,503208.88765750005,516207.1757295,511575.480548,511586.0311065,561321.3638755,561152.5549395,587360.1422535001,557808.027895,553007.5237775,589375.298927,601561.1939945,635808.3068855001,652119.4703265001,658207.142581,658259.8953735001,644786.8321690001,624529.759849,596739.5887600001,614496.1787155
Austria,nuclear,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,biogas,TJ,0,0,0,315.147055,328.0759465,391.8479773,463.3519144,504.0373403,490.2694601,613.8872421,689.9715402,605.6874923,469.5461734,511.6551139,620.9529506,2003.906341,2328.713047,2956.556275,3098.330084,3047.948548,3262.444326
Austria,geothermal,TJ,151,151,151,147.7870332,147.9035532,169.9536235,208.7279735,215.924956,278.7072299,597.1009123,576.8840298,663.6602861,696.0387962,654.6716264,633.6750137,687.4972944,782.7741681,707.4502235,759.460241,778.4657051,817.5321467
Austria,hydro,TJ,98426.63504,101115.6151,111402.7876,115666.3072,112520.1831,112987.24,111096.9391,114170.5132,118972.1167,124401.0758,129671.756,127886.3457,128494.339,114490.1846,121319.8816,120173.1929,126585.7787,132261.0662,131214.3247,131003.4466,124844.2327
